penA	mtrR	porB	ponA	gyrA	parC	23S	ST
1.001	510	100	100	100	1	100	4578
2.001	122	100	100	100	100	100	4579
2.001	1	1	1	1	45	100	4580
5.002	39	1	1	7	3	100	4581
14.001	18	100	100	7	15	100	4582
2.002	60	100	100	100	1	100	4583
9.001	1	12	1	7	22	100	4584
2.001	513	100	100	7	4	100	4585
228.001	15	100	100	100	7	100	4586
14.001	130	14	100	100	2	100	4587
14.023	10	100	100	21	26	100	4588
19.001	38	48	1	7	26	100	4589
15.001	62	100	100	100	2	74	4590
2.001	1	11	1	100	2	100	4591
5.002	22	8	1	34	93	100	4592
15.011	142	100	100	100	2	100	4593
67.004	40	3	100	7	3	100	4594
2.001	506	3	100	7	4	100	4595
5.002	122	12	1	7	3	100	4596
2.002	9	100	100	100	100	100	4597
2.002	54	13	100	1	3	100	4598
229.001	33	37	1	2	5	100	4599
2.001	9	3	100	100	6	100	4600
43.002	9	1	100	7	6	100	4601
10.001	25	12	1	7	5	100	4602
2.002	139	3	1	7	3	100	4603
2.001	9	1	100	100	6	100	4604
2.001	1	1	1	14	2	100	4605
2.001	506	11	100	7	4	100	4606
19.001	54	13	1	7	22	100	4607
34.007	284	100	100	7	4	100	4608
43.002	122	100	100	7	100	100	4609
12.001	10	21	1	100	7	100	4610
2.001	1	8	100	100	100	100	4611
5.017	40	1	1	7	3	100	4612
2.001	39	11	100	1	3	58	4613
14.001	10	100	1	1	22	100	4614
44.001	16	100	1	1	10	12	4615
13.001	19	1	1	7	24	100	4616
2.001	9	4	100	100	1	100	4617
2.061	39	100	100	100	100	100	4618
15.001	508	100	100	100	2	100	4619
230.001	69	100	1	1	3	100	4620
34.007	305	3	100	7	4	100	4621
12.001	124	100	100	7	4	6	4622
2.001	505	1	1	100	2	100	4623
67.001	9	1	1	7	3	100	4624
2.001	25	11	100	7	3	100	4625
2.061	518	13	100	100	100	100	4626
14.002	15	1	100	100	7	75	4627
2.001	9	14	100	7	3	100	4628
2.002	174	14	100	1	84	100	4629
2.002	252	19	100	7	4	6	4630
2.008	131	13	1	2	20	100	4631
14.001	58	14	100	7	20	100	4632
19.001	10	100	1	7	55	100	4633
19.001	89	14	100	1	20	100	4634
69.001	18	100	100	7	20	100	4635
2.002	40	3	100	7	20	100	4636
2.002	18	37	100	1	59	100	4637
2.002	10	100	1	7	22	100	4638
2.002	69	100	100	1	18	100	4639
2.002	216	13	100	7	4	100	4640
19.001	368	3	100	7	20	100	4641
19.001	40	3	100	1	20	100	4642
19.001	54	11	1	7	26	100	4643
19.006	18	100	1	7	26	100	4644
2.002	89	13	100	7	26	100	4645
44.001	16	10	1	1	7	100	4646
186.001	1	1	1	100	163	100	4647
21.001	1	8	1	7	82	100	4648
13.002	1	8	1	7	82	100	4649
14.002	29	1	1	100	7	6	4650
76.004	520	62	100	60	112	76	4651
34.001	1	14	100	1	3	100	4652
14.002	29	6	100	100	7	6	4653
14.002	64	1	100	100	7	6	4654
234.001	15	1	100	100	7	6	4655
2.001	39	54	100	7	4	100	4656
14.001	10	3	100	1	1	100	4657
14.001	15	3	100	100	1	100	4658
14.002	442	1	100	100	7	6	4659
14.002	15	3	100	100	7	6	4660
34.001	10	11	1	1	3	100	4661
235.001	10	3	100	100	1	100	4662
236.001	1	1	1	100	2	100	4663
14.001	15	1	100	100	1	6	4664
34.001	10	1	1	1	3	100	4665
14.002	442	6	100	100	7	6	4666
2.001	5	14	1	100	2	100	4667
14.001	512	3	100	100	7	100	4668
166.001	40	100	100	7	26	100	4669
14.001	473	13	1	7	22	100	4670
14.001	497	100	100	1	22	100	4671
14.022	495	13	100	1	22	100	4672
14.001	460	100	100	1	80	100	4673
14.001	503	100	1	1	49	100	4674
14.001	462	3	100	1	22	100	4675
11.001	10	100	1	1	49	100	4676
19.001	135	12	1	7	55	100	4677
14.001	76	13	1	7	103	100	4678
14.001	10	100	1	7	22	100	4679
159.001	332	3	1	1	49	100	4680
9.001	336	13	1	7	7	100	4681
2.002	18	100	100	1	10	100	4682
14.001	54	100	1	7	22	100	4683
2.001	25	100	1	1	22	100	4684
14.001	10	100	100	2	10	100	4685
2.001	54	13	100	1	3	100	4686
2.002	18	100	1	1	10	100	4687
14.001	18	3	1	1	22	100	4688
14.001	57	100	1	7	49	100	4689
22.001	54	100	1	1	49	100	4690
159.001	10	3	1	1	22	100	4691
14.001	10	3	1	7	7	100	4692
9.001	10	19	1	7	49	100	4693
2.001	5	100	100	1	49	100	4694
14.001	18	100	1	100	2	100	4695
14.001	57	19	100	1	22	100	4696
2.001	57	14	100	1	22	100	4697
14.001	57	14	100	1	49	100	4698
14.001	57	13	100	1	22	100	4699
159.001	10	14	1	1	22	100	4700
2.001	5	14	100	1	22	100	4701
22.001	76	100	1	14	2	100	4702
14.001	10	100	100	7	7	100	4703
14.001	18	100	100	1	2	100	4704
159.001	163	3	1	1	22	100	4705
14.001	10	14	1	7	22	100	4706
2.001	5	13	100	1	49	100	4707
14.001	1	13	100	1	22	100	4708
14.001	54	14	100	7	22	100	4709
2.001	135	8	100	1	4	100	4710
2.001	5	100	1	1	4	100	4711
2.002	54	3	100	1	3	100	4712
2.001	5	13	100	1	10	100	4713
22.001	163	100	1	1	49	100	4714
2.002	10	100	100	1	80	100	4715
9.001	10	13	1	1	55	100	4716
14.001	10	61	100	2	10	100	4717
22.001	10	100	1	1	49	100	4718
2.001	39	11	100	61	100	1	4719
12.001	35	8	1	2	49	100	4720
14.001	10	19	100	1	22	100	4721
14.001	18	13	1	7	22	100	4722
14.001	69	100	100	1	22	100	4723
2.001	293	100	100	1	22	100	4724
2.001	25	14	1	1	22	100	4725
22.001	10	100	1	7	49	100	4726
19.001	279	100	1	7	15	100	4727
2.001	171	13	100	1	90	100	4728
19.001	135	3	1	7	55	100	4729
14.001	57	14	100	1	22	100	4730
2.001	163	14	100	1	22	100	4731
2.002	135	37	100	1	3	100	4732
14.001	10	13	100	7	22	100	4733
14.001	332	100	1	1	49	100	4734
14.001	277	13	100	1	4	100	4735
14.001	10	13	1	1	22	100	4736
2.002	10	100	100	1	49	100	4737
2.002	163	3	100	7	22	100	4738
2.001	10	100	100	7	22	100	4739
14.001	65	13	100	1	22	100	4740
2.002	18	13	1	7	4	100	4741
14.001	57	3	100	1	22	100	4742
14.001	10	14	1	1	22	100	4743
22.001	69	42	1	1	49	100	4744
14.015	10	14	100	1	22	100	4745
9.001	69	14	1	1	22	100	4746
14.001	5	14	100	1	10	100	4747
14.001	57	100	1	7	22	100	4748
159.001	332	3	1	1	22	100	4749
2.001	163	19	100	1	22	100	4750
2.002	18	13	1	2	10	100	4751
2.001	100	100	1	10	100	100	4752
2.002	18	13	1	1	4	100	4753
2.001	57	3	100	1	22	100	4754
14.001	10	13	100	1	22	100	4755
14.001	10	13	1	7	103	100	4756
9.001	10	100	100	7	103	100	4757
2.002	18	100	1	1	4	100	4758
2.001	163	3	100	1	22	100	4759
14.001	332	3	1	1	49	100	4760
19.001	1	100	1	1	49	100	4761
14.001	10	14	1	1	49	100	4762
2.001	10	3	100	1	22	100	4763
14.001	163	14	100	7	49	100	4764
2.002	10	42	100	1	22	100	4765
2.001	457	13	100	1	22	100	4766
2.001	10	14	100	7	22	100	4767
9.001	10	14	1	7	49	100	4768
159.001	332	14	1	1	22	100	4769
14.001	10	100	100	1	49	100	4770
14.001	465	14	100	1	22	100	4771
2.002	463	100	1	1	4	100	4772
14.02	10	100	100	7	22	100	4773
204.001	10	3	1	7	22	100	4774
9.001	10	100	1	7	174	100	4775
14.001	10	13	1	7	174	100	4776
19.001	467	100	1	7	15	100	4777
14.02	10	13	100	7	22	100	4778
9.001	10	100	1	7	172	100	4779
14.001	461	100	100	1	22	2	4780
14.001	10	100	1	7	174	100	4781
14.02	10	100	100	1	22	100	4782
14.02	75	3	100	7	22	100	4783
2.002	467	100	100	1	22	100	4784
2.002	475	100	1	7	7	100	4785
19.001	476	100	1	1	49	100	4786
14.001	461	13	1	7	22	100	4787
2.001	479	100	100	1	22	100	4788
22.001	476	13	1	1	49	100	4789
14.001	459	13	1	7	7	100	4790
14.001	458	100	1	1	22	100	4791
14.001	480	13	1	7	22	100	4792
14.02	466	100	100	7	22	100	4793
19.001	493	13	1	1	49	100	4794
2.002	491	100	100	1	22	100	4795
14.001	472	100	100	7	22	100	4796
14.021	10	14	1	1	49	100	4797
221.001	332	3	1	1	22	100	4798
2.058	18	100	1	1	10	100	4799
14.001	10	100	100	1	22	69	4800
14.001	10	100	100	1	22	70	4801
2.002	486	100	100	7	22	100	4802
14.001	494	13	100	1	22	100	4803
2.057	10	14	100	1	22	100	4804
14.001	460	100	100	1	22	100	4805
2.002	487	100	1	1	10	100	4806
14.001	499	14	100	1	22	100	4807
14.001	503	3	1	1	49	100	4808
14.001	503	14	1	1	49	100	4809
2.001	466	100	100	7	22	100	4810
14.001	10	100	1	1	49	65	4811
222.001	332	3	1	1	22	100	4812
14.001	468	19	100	7	49	100	4813
14.001	474	100	100	1	22	100	4814
14.001	10	100	100	1	49	65	4815
19.001	493	100	1	1	49	100	4816
22.001	469	100	1	1	49	100	4817
14.001	504	3	1	1	49	100	4818
2.001	10	1	1	100	2	100	4819
5.002	15	1	100	100	7	6	4820
14.001	10	6	100	100	1	100	4821
43.002	521	100	100	7	6	100	4822
19.001	40	1	1	7	3	100	4823
2.001	5	100	100	1	10	100	4824
2.001	10	100	100	1	22	100	4825
9.001	10	100	1	7	49	100	4826
2.001	25	14	1	1	4	100	4827
9.001	163	100	1	1	22	100	4828
14.001	54	100	100	1	22	100	4829
22.001	116	100	1	7	49	100	4830
2.002	18	13	1	1	9	100	4831
238.001	18	14	1	1	3	100	4832
19.001	47	14	1	7	180	100	4833
14.001	99	100	100	100	7	100	4834
14.001	10	3	100	1	18	100	4835
10.001	142	1	1	7	2	100	4836
237.001	1	8	1	7	3	100	4837
5.002	19	1	1	7	3	100	4838
240.001	15	1	100	100	7	6	4839
34.001	9	1	100	7	26	100	4840
241.001	33	100	1	2	5	100	4841
34.007	40	3	100	7	4	100	4842
34.007	122	1	1	7	3	100	4843
34.001	432	1	100	7	3	100	4844
34.007	522	1	100	7	4	100	4845
166.002	523	1	100	7	6	100	4846
242.001	40	1	1	7	3	100	4847
243.001	39	1	100	1	90	1	4848
34.001	435	14	1	1	7	100	4849
17.001	222	14	1	7	3	100	4850
5.002	1	49	1	7	3	100	4851
10.001	69	8	1	7	3	100	4852
92.001	1	8	1	7	23	100	4853
121.001	1	4	1	7	3	100	4854
5.002	1	8	1	7	105	100	4855
5.004	1	8	1	7	3	100	4856
5.002	1	13	1	1	172	100	4857
5.002	1	8	1	7	172	2	4858
60.001	174	100	100	7	20	100	4859
12.001	10	100	1	1	22	100	4860
9.001	10	100	100	1	49	100	4861
10.001	1	100	1	7	3	100	4862
10.001	1	11	1	7	3	100	4863
10.001	38	8	1	7	26	100	4864
10.001	1	17	1	1	3	100	4865
2.001	205	13	100	1	78	100	4866
2.002	89	54	100	7	59	100	4867
10.001	38	17	1	7	26	100	4868
10.001	10	12	1	7	26	12	4869
10.001	122	1	100	7	6	100	4870
10.001	38	100	1	100	26	100	4871
120.001	1	11	1	7	3	2	4872
10.001	38	100	1	7	24	100	4873
10.001	38	100	1	7	26	12	4874
43.002	122	100	100	7	1	100	4875
2.002	9	13	100	7	4	100	4876
10.001	38	12	1	7	26	12	4877
60.001	1	100	1	7	3	100	4878
5.002	19	65	1	1	3	100	4879
2.001	38	100	100	100	100	100	4880
11.001	54	100	100	1	22	100	4881
10.001	38	8	1	7	26	12	4882
2.002	10	13	100	7	3	100	4883
2.014	10	14	100	7	20	100	4884
13.001	1	46	1	1	3	100	4885
19.001	368	13	100	7	26	100	4886
12.001	54	12	1	34	4	100	4887
70.001	54	14	100	3	100	100	4888
10.001	486	100	1	7	26	12	4889
2.002	133	100	100	7	4	100	4890
5.002	1	100	1	1	3	12	4891
43.002	122	12	100	7	182	100	4892
60.001	1	8	1	7	3	77	4893
2.001	1	100	100	7	3	2	4894
19.001	533	13	1	7	3	100	4895
3.003	122	8	1	7	3	6	4896
14.001	39	14	100	7	100	100	4897
72.002	1	11	1	7	3	100	4898
10.013	1	8	1	1	3	100	4899
2.002	532	1	100	7	4	100	4900
196.001	437	11	1	23	10	100	4901
72.001	1	11	1	7	3	100	4902
60.001	22	8	1	34	93	100	4903
60.001	19	9	1	34	93	100	4904
60.001	1	8	1	34	93	100	4905
60.001	1	11	1	7	53	100	4906
2.001	40	100	1	7	3	100	4907
253.001	1	3	100	7	3	100	4908
2.002	54	1	100	7	22	100	4909
10.001	25	1	1	2	5	100	4910
14.002	130	1	100	100	7	100	4911
5.011	1	8	1	7	3	1	4912
34.007	40	11	100	7	4	2	4913
60.001	1	9	1	7	53	100	4914
60.001	531	8	1	7	3	100	4915
1.001	10	4	1	100	2	100	4916
1.001	10	5	1	100	2	100	4917
1.001	10	6	1	100	2	100	4918
1.001	10	14	1	100	2	100	4919
1.001	10	100	100	100	100	100	4920
1.001	18	4	1	100	2	100	4921
1.002	18	100	100	100	2	100	4922
2.002	5	1	1	100	2	100	4923
2.002	5	4	100	100	2	100	4924
2.002	5	8	1	100	2	100	4925
2.002	5	14	100	100	2	100	4926
2.002	5	100	100	100	2	100	4927
2.002	18	1	100	100	2	100	4928
2.002	18	8	1	100	2	100	4929
2.002	19	4	100	100	2	100	4930
14.001	49	13	1	7	183	100	4931
14.001	40	1	1	7	3	100	4932
254.001	39	3	100	100	100	100	4933
5.002	122	3	1	7	3	1	4934
1.001	552	4	1	100	2	100	4935
2.002	5	8	100	100	2	100	4936
2.002	19	8	1	100	2	100	4937
2.006	18	14	100	100	7	100	4938
2.002	552	8	100	100	2	100	4939
19.001	275	100	100	100	1	100	4940
2.002	19	100	1	100	2	100	4941
2.002	25	14	1	100	2	100	4942
2.002	25	100	1	100	2	100	4943
22.001	18	1	100	100	1	100	4944
22.001	10	1	100	100	1	100	4945
22.001	18	4	100	100	2	100	4946
22.001	25	100	100	100	2	61	4947
22.001	18	14	100	100	1	100	4948
22.001	54	14	100	100	1	100	4949
22.001	18	100	100	100	1	100	4950
22.001	552	4	1	100	2	100	4951
22.001	552	5	1	100	2	100	4952
22.001	552	14	1	100	2	100	4953
22.003	54	100	100	100	2	100	4954
22.001	18	5	1	100	2	100	4955
22.001	88	4	1	100	1	100	4956
19.001	19	6	100	100	1	100	4957
19.001	10	4	100	100	1	100	4958
22.001	5	100	100	100	2	100	4959
19.001	18	100	100	100	1	100	4960
15.003	10	100	100	100	2	100	4961
2.002	552	1	1	100	2	100	4962
22.001	18	4	1	100	2	100	4963
100.001	5	1	100	100	2	100	4964
2.002	54	8	1	100	2	100	4965
100.001	18	1	100	100	1	100	4966
100.001	552	14	100	100	1	100	4967
100.006	48	14	100	100	7	100	4968
100.001	552	14	100	6	184	100	4969
100.017	18	14	100	100	1	100	4970
100.017	54	100	100	100	2	100	4971
100.017	552	14	100	100	1	100	4972
100.016	89	100	100	100	100	100	4973
19.02	18	13	1	100	2	100	4974
5.002	122	1	1	47	100	100	4975
5.002	122	3	100	7	3	100	4976
14.001	39	3	100	100	3	100	4977
43.008	122	1	100	7	6	100	4978
166.001	40	14	100	7	26	100	4979
34.007	305	1	100	7	4	100	4980
14.001	512	100	100	7	7	100	4981
3.003	39	100	100	7	100	100	4982
34.001	11	100	1	7	15	100	4983
13.001	1	100	1	7	3	100	4984
255.001	5	14	100	100	2	100	4985
2.001	9	11	100	7	3	100	4986
2.002	10	13	1	100	7	100	4987
2.001	1	13	1	1	52	100	4988
2.001	22	4	1	1	52	100	4989
2.002	19	8	1	7	23	100	4990
2.002	19	8	1	7	39	1	4991
2.002	40	17	1	7	3	100	4992
3.001	1	13	1	7	3	100	4993
5.002	1	4	1	7	3	1	4994
5.002	1	8	1	1	22	100	4995
5.002	1	9	1	7	24	100	4996
5.002	19	4	1	7	3	100	4997
5.002	19	13	1	7	3	100	4998
5.002	22	4	1	7	3	100	4999
5.002	36	48	1	7	22	100	5000
5.015	36	8	1	2	24	100	5001
9.001	192	8	1	7	40	100	5002
10.001	1	12	1	2	5	100	5003
10.001	1	12	1	7	3	100	5004
10.001	1	12	1	7	5	100	5005
10.001	1	13	1	7	5	100	5006
10.001	1	19	1	7	3	100	5007
10.001	1	37	1	7	3	100	5008
10.001	36	8	1	2	5	100	5009
10.003	1	8	1	7	47	100	5010
10.003	1	12	1	56	47	100	5011
10.003	16	8	1	7	47	100	5012
10.003	16	10	1	1	10	100	5013
10.003	22	4	1	34	52	100	5014
10.003	524	8	1	7	21	100	5015
12.001	1	8	1	7	24	100	5016
12.001	22	4	1	34	93	2	5017
12.001	22	8	1	1	93	100	5018
12.001	22	8	1	34	53	100	5019
12.001	22	8	1	34	167	100	5020
12.001	22	8	1	34	169	100	5021
12.001	22	9	1	34	93	100	5022
12.001	22	11	1	34	93	100	5023
12.001	22	14	1	34	93	100	5024
12.001	22	23	1	34	93	100	5025
12.001	22	100	1	34	93	100	5026
12.001	36	8	1	7	24	100	5027
13.001	1	4	1	1	22	100	5028
13.001	1	12	1	1	3	100	5029
13.001	1	13	1	7	3	100	5030
13.001	1	63	1	15	39	100	5031
13.001	1	71	1	7	35	100	5032
13.001	22	8	1	1	22	100	5033
13.001	22	12	1	1	9	100	5034
13.001	22	12	1	34	93	100	5035
13.001	36	8	1	7	53	100	5036
13.001	172	31	1	7	9	100	5037
13.002	1	8	1	7	104	100	5038
13.002	1	8	1	34	3	100	5039
13.002	1	9	1	7	3	100	5040
13.002	1	10	1	7	3	100	5041
13.002	1	11	1	55	3	100	5042
13.002	1	37	1	7	3	100	5043
13.002	1	48	1	21	3	100	5044
13.002	19	11	1	7	3	100	5045
13.009	19	11	1	1	9	100	5046
17.001	1	19	1	1	3	100	5047
18.001	1	8	1	21	24	100	5048
18.001	1	13	1	7	80	100	5049
18.001	16	12	1	7	21	100	5050
18.001	19	4	1	7	3	100	5051
18.001	19	8	1	7	22	100	5052
18.001	19	13	1	7	168	100	5053
18.001	36	1	1	2	24	100	5054
18.001	36	4	1	2	24	100	5055
18.001	36	8	1	45	24	100	5056
18.001	36	14	1	2	24	100	5057
18.001	307	3	1	1	3	100	5058
18.005	36	12	1	7	24	100	5059
21.001	1	8	1	34	3	100	5060
21.001	19	14	1	7	3	100	5061
22.001	1	4	1	1	3	100	5062
27.003	22	11	1	1	52	100	5063
34.007	1	10	100	7	170	100	5064
34.007	40	4	100	7	4	100	5065
34.007	40	8	100	7	4	100	5066
34.007	40	12	100	7	4	100	5067
34.007	40	13	100	38	45	100	5068
34.007	40	17	100	7	4	100	5069
34.007	40	19	100	7	3	100	5070
34.007	40	26	100	7	4	100	5071
34.007	40	67	100	7	34	100	5072
34.007	40	100	100	7	25	100	5073
34.012	40	11	100	7	4	100	5074
34.019	1	100	1	7	3	100	5075
43.001	1	13	1	21	122	100	5076
43.001	16	13	1	7	6	100	5077
43.002	1	11	1	7	3	100	5078
43.002	1	19	1	7	3	100	5079
43.002	1	31	1	7	25	1	5080
43.002	1	100	1	1	22	100	5081
43.002	19	4	1	7	3	100	5082
43.004	1	8	1	1	22	100	5083
43.004	1	11	1	7	22	100	5084
43.004	1	12	1	1	80	100	5085
43.004	1	12	1	7	22	100	5086
43.007	1	11	1	7	3	100	5087
60.001	1	12	1	21	3	100	5088
67.003	1	11	100	7	3	100	5089
103.001	1	8	1	1	165	100	5090
103.001	1	8	1	1	166	100	5091
103.001	1	10	1	1	3	100	5092
103.001	1	12	1	1	3	100	5093
120.001	1	19	1	7	3	100	5094
120.001	22	8	1	34	93	100	5095
166.001	40	11	100	7	4	100	5096
195.001	1	4	1	2	5	100	5097
206.001	1	12	1	7	5	100	5098
208.001	1	12	1	7	3	100	5099
209.001	1	12	1	1	24	100	5100
210.001	19	8	1	7	3	100	5101
211.001	22	4	1	34	93	100	5102
213.001	1	8	1	1	121	100	5103
214.001	40	11	100	7	4	100	5104
12.007	1	1	100	7	3	100	5106
5.002	305	14	1	7	3	100	5107
2.001	1	4	1	100	2	100	5108
2.001	39	1	100	61	100	1	5109
2.002	89	3	100	7	26	100	5110
2.002	124	100	1	7	4	6	5112
69.001	54	4	100	7	20	100	5113
69.001	54	19	100	1	9	100	5114
69.001	54	1	100	1	3	100	5115
2.001	1	8	1	5	100	100	5116
13.001	1	8	1	1	177	100	5117
2.001	1	74	100	7	3	100	5118
21.001	1	8	1	1	3	100	5119
43.002	19	37	1	7	3	100	5120
13.002	16	13	1	7	3	100	5121
247.001	1	12	1	1	3	100	5122
5.002	534	8	1	7	3	100	5123
103.001	1	8	1	7	3	100	5124
13.002	1	100	1	7	3	100	5125
21.001	19	9	1	7	3	100	5126
5.019	1	8	1	7	3	100	5127
13.001	1	71	1	7	22	100	5128
13.011	19	13	1	1	9	100	5129
18.001	33	4	1	7	3	100	5130
103.002	1	4	1	7	3	100	5131
21.001	19	8	1	7	52	2	5132
85.001	1	8	1	7	15	2	5133
43.002	1	4	1	7	15	100	5134
43.002	19	26	1	7	3	100	5135
2.002	16	8	1	23	3	100	5136
14.001	1	8	1	7	3	100	5137
248.001	1	8	1	7	15	2	5138
13.001	1	48	1	7	3	100	5139
21.001	113	11	1	7	3	100	5140
2.002	540	100	100	1	34	100	5141
245.001	1	12	1	7	3	100	5142
5.014	1	13	1	7	3	100	5143
2.002	19	17	1	7	3	100	5144
10.014	33	8	1	2	5	100	5145
43.002	1	11	1	1	3	100	5146
18.001	453	12	1	7	3	100	5147
13.003	25	13	1	2	10	100	5148
103.001	1	21	1	1	3	100	5149
43.002	19	37	1	7	3	1	5150
103.001	1	24	1	1	3	100	5151
2.042	1	8	1	7	3	100	5152
12.001	22	8	1	34	100	100	5153
5.002	1	13	1	7	18	100	5154
168.002	524	8	1	7	21	100	5155
13.001	542	8	1	34	93	100	5156
13.001	1	71	1	1	3	100	5157
21.001	19	11	1	23	23	100	5158
34.007	40	11	100	7	3	100	5159
239.001	25	8	1	2	10	100	5160
34.007	40	8	100	7	25	100	5161
34.007	1	13	1	7	3	100	5162
34.007	1	12	1	7	3	100	5163
13.001	1	8	1	7	53	100	5164
34.007	40	100	1	34	3	100	5165
17.001	1	13	1	1	3	100	5166
77.001	1	8	1	7	15	2	5167
10.001	33	4	1	62	5	100	5168
10.003	19	8	1	7	185	100	5169
43.001	1	4	1	7	186	100	5170
43.001	1	4	1	7	187	100	5171
43.001	1	11	1	1	52	78	5172
17.001	1	9	1	7	3	100	5173
18.001	553	12	1	7	23	100	5174
10.001	36	11	1	2	5	100	5175
14.001	40	100	1	7	3	100	5176
2.001	39	3	100	7	100	100	5177
2.001	39	100	100	100	100	1	5178
243.001	39	100	100	1	90	1	5179
228.001	39	1	100	1	90	1	5180
2.001	39	100	100	53	100	100	5181
9.001	9	1	100	7	100	100	5182
14.001	1	1	1	7	2	100	5183
67.003	58	1	1	7	3	100	5184
5.002	163	11	1	1	3	100	5185
34.019	1	26	1	7	3	100	5186
43.002	89	100	100	7	6	100	5187
2.001	122	1	1	7	2	100	5188
2.001	1	100	1	7	4	100	5189
34.007	1	100	100	7	4	100	5190
14.001	10	14	100	1	4	100	5191
2.001	10	14	100	100	2	100	5192
14.001	10	14	100	7	1	100	5193
14.001	10	100	1	1	20	100	5194
2.001	10	19	100	7	20	100	5195
2.002	54	3	100	100	2	100	5196
19.001	54	3	1	7	26	100	5197
14.001	10	19	100	32	4	100	5198
22.001	69	19	100	7	26	100	5199
22.001	10	3	100	100	2	100	5200
2.001	101	100	1	100	1	100	5201
14.001	54	14	1	100	15	100	5202
19.001	18	19	1	7	20	100	5203
14.001	10	100	100	100	100	100	5204
19.001	18	3	1	7	15	100	5205
9.001	69	3	1	1	22	100	5206
2.001	10	19	1	7	20	100	5207
2.001	10	100	1	100	1	100	5208
19.001	18	100	1	7	2	100	5209
19.001	10	3	1	7	55	100	5210
2.002	10	14	1	1	89	100	5211
2.002	69	100	100	7	4	100	5212
2.002	10	14	1	1	4	100	5213
2.008	54	3	1	100	2	100	5214
1.001	54	19	100	100	7	100	5215
14.001	10	13	100	32	4	100	5216
14.001	10	19	100	1	4	100	5217
2.001	10	19	100	100	100	100	5218
2.001	9	13	100	7	3	100	5219
19.001	38	3	1	7	55	100	5220
2.001	40	100	100	7	3	100	5221
2.001	361	3	100	100	2	100	5222
19.001	38	8	1	7	1	100	5223
19.001	38	4	1	7	3	100	5224
14.001	29	1	100	100	3	100	5225
14.001	105	3	100	14	2	100	5226
19.001	25	12	1	21	43	100	5227
19.001	47	3	1	100	17	100	5228
14.001	54	3	1	7	7	100	5229
19.001	135	13	1	7	15	100	5230
2.002	29	1	100	100	7	100	5231
19.001	16	1	100	7	15	100	5232
19.001	16	1	1	7	15	100	5233
14.001	365	1	100	100	7	2	5234
103.002	25	14	100	7	43	100	5235
14.001	54	100	100	100	7	100	5236
2.014	10	13	100	100	20	100	5237
2.002	115	100	100	1	22	1	5238
19.001	38	12	1	7	6	100	5239
19.001	48	100	1	100	20	100	5240
1.001	1	1	2	1	1	1	5241
14.001	568	13	100	1	4	2	5242
60.001	1	8	1	21	3	100	5243
2.001	10	100	100	6	4	100	5244
2.002	378	14	100	100	2	100	5245
153.001	10	13	100	1	4	100	5246
60.001	16	13	1	21	6	100	5247
60.001	36	37	1	2	24	100	5248
2.064	69	100	100	100	2	100	5249
2.065	40	3	100	7	4	100	5250
9.001	503	100	1	1	49	100	5251
5.002	1	1	1	100	2	100	5252
14.001	18	3	100	7	188	100	5253
2.001	10	13	100	100	17	100	5254
14.001	512	3	100	7	7	100	5255
2.002	38	100	100	7	3	100	5256
19.001	10	3	100	7	17	100	5257
43.002	40	11	100	7	6	100	5258
103.002	47	3	1	7	17	100	5259
103.002	24	3	1	7	15	100	5260
9.001	346	14	1	1	20	100	5261
14.001	512	3	100	7	3	100	5262
2.002	40	13	1	7	3	100	5263
5.021	39	3	1	7	3	100	5264
258.001	39	11	100	100	100	100	5265
259.001	142	100	100	100	2	100	5266
2.066	1	1	1	100	2	100	5267
2.067	10	100	100	100	2	100	5268
5.002	569	8	1	7	3	6	5269
2.001	570	54	100	100	100	100	5270
1.001	571	100	100	100	1	100	5271
14.001	572	3	100	100	2	100	5272
5.002	573	1	1	7	3	100	5273
2.001	574	11	100	100	100	100	5274
2.002	575	3	1	7	3	100	5275
2.008	576	3	1	2	71	6	5276
93.001	577	3	100	100	100	100	5277
22.001	578	100	100	100	7	100	5278
68.001	579	100	100	1	2	100	5279
1.005	5	100	100	100	1	79	5280
153.001	18	14	100	22	1	80	5281
123.001	69	13	100	1	26	100	5282
44.001	16	1	100	1	10	100	5283
5.002	9	1	1	7	3	100	5284
34.007	40	14	100	7	4	100	5285
9.001	1	3	1	1	3	100	5286
2.045	368	13	100	100	100	100	5287
2.001	9	100	100	100	1	100	5288
2.001	222	4	1	7	3	100	5289
2.002	40	100	100	7	162	100	5290
43.002	130	100	100	7	6	100	5291
2.001	39	3	100	7	3	100	5292
2.001	39	11	1	7	4	100	5293
93.001	259	100	100	100	100	100	5294
43.008	54	1	100	7	6	100	5295
5.002	40	100	100	7	3	100	5296
5.002	122	3	1	7	3	5	5297
9.009	39	3	100	100	100	100	5298
5.002	222	1	1	47	3	100	5299
5.002	39	3	100	7	3	100	5300
166.001	40	3	100	7	4	100	5301
9.001	25	1	1	100	2	6	5302
2.001	40	8	1	7	3	100	5303
5.002	161	1	1	7	3	100	5304
93.001	25	1	100	100	100	100	5305
5.002	122	100	100	7	6	100	5306
43.002	122	1	100	100	6	100	5307
13.001	19	8	100	1	9	100	5308
19.001	64	8	1	7	43	100	5309
93.001	25	100	100	100	100	100	5310
5.002	161	100	100	100	2	100	5311
15.001	62	100	100	100	7	100	5312
2.001	54	1	100	100	2	100	5313
5.002	40	64	1	7	3	100	5314
